"id","kebijakan_id","program_id","kegiatan_id","cost_type_id","code","name"
"mak261","1","1.10","1.10.02","1","650.1.1.10.02.1","Ketepatan waktu selesai/Bahan habis pakai"
"mak262","1","1.10","1.10.02","2","650.1.1.10.02.2","Ketepatan waktu selesai/Honor/Upah"
"mak263","1","1.10","1.10.02","3","650.1.1.10.02.3","Ketepatan waktu selesai/Sewa"
"mak264","1","1.10","1.10.02","4","650.1.1.10.02.4","Ketepatan waktu selesai/Outsourcing"
"mak265","1","1.10","1.10.02","5","650.1.1.10.02.5","Ketepatan waktu selesai/Overhead"
"mak266","1","1.11","1.11.01","1","650.1.1.11.01.1","Jadual ujian skripsi/Bahan habis pakai"
"mak267","1","1.11","1.11.01","2","650.1.1.11.01.2","Jadual ujian skripsi/Honor/Upah"
"mak268","1","1.11","1.11.01","3","650.1.1.11.01.3","Jadual ujian skripsi/Sewa"
"mak269","1","1.11","1.11.01","4","650.1.1.11.01.4","Jadual ujian skripsi/Outsourcing"
"mak270","1","1.11","1.11.01","5","650.1.1.11.01.5","Jadual ujian skripsi/Overhead"
"mak271","1","1.11","1.11.02","1","650.1.1.11.02.1","Kehadiran pembimbing & penguji/Bahan habis pakai"
"mak272","1","1.11","1.11.02","2","650.1.1.11.02.2","Kehadiran pembimbing & penguji/Honor/Upah"
"mak273","1","1.11","1.11.02","3","650.1.1.11.02.3","Kehadiran pembimbing & penguji/Sewa"
"mak274","1","1.11","1.11.02","4","650.1.1.11.02.4","Kehadiran pembimbing & penguji/Outsourcing"
"mak275","1","1.11","1.11.02","5","650.1.1.11.02.5","Kehadiran pembimbing & penguji/Overhead"
"mak276","1","1.11","1.11.03","1","650.1.1.11.03.1","Jumlah mhs yg lulus/Bahan habis pakai"
"mak277","1","1.11","1.11.03","2","650.1.1.11.03.2","Jumlah mhs yg lulus/Honor/Upah"
"mak278","1","1.11","1.11.03","3","650.1.1.11.03.3","Jumlah mhs yg lulus/Sewa"
"mak279","1","1.11","1.11.03","4","650.1.1.11.03.4","Jumlah mhs yg lulus/Outsourcing"
"mak280","1","1.11","1.11.03","5","650.1.1.11.03.5","Jumlah mhs yg lulus/Overhead"
"mak281","2","2.01","2.01.01","1","650.1.2.01.01.1","Persiapan draft RIP & study banding/Bahan habis pakai"
"mak282","2","2.01","2.01.01","2","650.1.2.01.01.2","Persiapan draft RIP & study banding/Honor/Upah"
"mak283","2","2.01","2.01.01","3","650.1.2.01.01.3","Persiapan draft RIP & study banding/Sewa"
"mak284","2","2.01","2.01.01","4","650.1.2.01.01.4","Persiapan draft RIP & study banding/Outsourcing"
"mak285","2","2.01","2.01.01","5","650.1.2.01.01.5","Persiapan draft RIP & study banding/Overhead"
"mak286","2","2.01","2.01.02","1","650.1.2.01.02.1","Pengumpulan data dari unit terkait/Bahan habis pakai"
"mak287","2","2.01","2.01.02","2","650.1.2.01.02.2","Pengumpulan data dari unit terkait/Honor/Upah"
"mak288","2","2.01","2.01.02","3","650.1.2.01.02.3","Pengumpulan data dari unit terkait/Sewa"
"mak289","2","2.01","2.01.02","4","650.1.2.01.02.4","Pengumpulan data dari unit terkait/Outsourcing"
"mak290","2","2.01","2.01.02","5","650.1.2.01.02.5","Pengumpulan data dari unit terkait/Overhead"
"mak291","2","2.01","2.01.03","1","650.1.2.01.03.1","Rapat pendahuluan SC & OC/Bahan habis pakai"
"mak292","2","2.01","2.01.03","2","650.1.2.01.03.2","Rapat pendahuluan SC & OC/Honor/Upah"
"mak293","2","2.01","2.01.03","3","650.1.2.01.03.3","Rapat pendahuluan SC & OC/Sewa"
"mak294","2","2.01","2.01.03","4","650.1.2.01.03.4","Rapat pendahuluan SC & OC/Outsourcing"
"mak295","2","2.01","2.01.03","5","650.1.2.01.03.5","Rapat pendahuluan SC & OC/Overhead"
"mak296","2","2.01","2.01.04","1","650.1.2.01.04.1","Raker penyususnan RIP, Panduan dan SOP/Bahan habis pakai"
"mak297","2","2.01","2.01.04","2","650.1.2.01.04.2","Raker penyususnan RIP, Panduan dan SOP/Honor/Upah"
"mak298","2","2.01","2.01.04","3","650.1.2.01.04.3","Raker penyususnan RIP, Panduan dan SOP/Sewa"
"mak299","2","2.01","2.01.04","4","650.1.2.01.04.4","Raker penyususnan RIP, Panduan dan SOP/Outsourcing"
"mak300","2","2.01","2.01.04","5","650.1.2.01.04.5","Raker penyususnan RIP, Panduan dan SOP/Overhead"
"mak301","2","2.02","2.02.01","1","650.1.2.02.01.1","Penyusunan panduan penelitian sesuai panduan Dikti/Bahan habis pakai"
"mak302","2","2.02","2.02.01","2","650.1.2.02.01.2","Penyusunan panduan penelitian sesuai panduan Dikti/Honor/Upah"
"mak303","2","2.02","2.02.01","3","650.1.2.02.01.3","Penyusunan panduan penelitian sesuai panduan Dikti/Sewa"
"mak304","2","2.02","2.02.01","4","650.1.2.02.01.4","Penyusunan panduan penelitian sesuai panduan Dikti/Outsourcing"
"mak305","2","2.02","2.02.01","5","650.1.2.02.01.5","Penyusunan panduan penelitian sesuai panduan Dikti/Overhead"
"mak306","2","2.02","2.02.02","1","650.1.2.02.02.1","Rapat koordinasi/Bahan habis pakai"
"mak307","2","2.02","2.02.02","2","650.1.2.02.02.2","Rapat koordinasi/Honor/Upah"
"mak308","2","2.02","2.02.02","3","650.1.2.02.02.3","Rapat koordinasi/Sewa"
"mak309","2","2.02","2.02.02","4","650.1.2.02.02.4","Rapat koordinasi/Outsourcing"
"mak310","2","2.02","2.02.02","5","650.1.2.02.02.5","Rapat koordinasi/Overhead"
"mak311","2","2.02","2.02.03","1","650.1.2.02.03.1","Sosialisasi program PP/Bahan habis pakai"
"mak312","2","2.02","2.02.03","2","650.1.2.02.03.2","Sosialisasi program PP/Honor/Upah"
"mak313","2","2.02","2.02.03","3","650.1.2.02.03.3","Sosialisasi program PP/Sewa"
"mak314","2","2.02","2.02.03","4","650.1.2.02.03.4","Sosialisasi program PP/Outsourcing"
"mak315","2","2.02","2.02.03","5","650.1.2.02.03.5","Sosialisasi program PP/Overhead"
"mak316","2","2.02","2.02.04","1","650.1.2.02.04.1","Penyusunan Company Profile/Bahan habis pakai"
"mak317","2","2.02","2.02.04","2","650.1.2.02.04.2","Penyusunan Company Profile/Honor/Upah"
"mak318","2","2.02","2.02.04","3","650.1.2.02.04.3","Penyusunan Company Profile/Sewa"
"mak319","2","2.02","2.02.04","4","650.1.2.02.04.4","Penyusunan Company Profile/Outsourcing"
"mak320","2","2.02","2.02.04","5","650.1.2.02.04.5","Penyusunan Company Profile/Overhead"
"mak321","2","2.03","2.03.01","1","650.1.2.03.01.1","Pelatihan pembuatan proposal Penelitian/Bahan habis pakai"
"mak322","2","2.03","2.03.01","2","650.1.2.03.01.2","Pelatihan pembuatan proposal Penelitian/Honor/Upah"
"mak323","2","2.03","2.03.01","3","650.1.2.03.01.3","Pelatihan pembuatan proposal Penelitian/Sewa"
"mak324","2","2.03","2.03.01","4","650.1.2.03.01.4","Pelatihan pembuatan proposal Penelitian/Outsourcing"
"mak325","2","2.03","2.03.01","5","650.1.2.03.01.5","Pelatihan pembuatan proposal Penelitian/Overhead"
"mak326","2","2.03","2.03.10","1","650.1.2.03.10.1","Pelatihan jurnal ilmiah sesuai saintech bagi dosen/Bahan habis pakai"
"mak327","2","2.03","2.03.10","2","650.1.2.03.10.2","Pelatihan jurnal ilmiah sesuai saintech bagi dosen/Honor/Upah"
"mak328","2","2.03","2.03.10","3","650.1.2.03.10.3","Pelatihan jurnal ilmiah sesuai saintech bagi dosen/Sewa"
"mak329","2","2.03","2.03.10","4","650.1.2.03.10.4","Pelatihan jurnal ilmiah sesuai saintech bagi dosen/Outsourcing"
"mak330","2","2.03","2.03.10","5","650.1.2.03.10.5","Pelatihan jurnal ilmiah sesuai saintech bagi dosen/Overhead"
"mak331","2","2.04","2.04.01","1","650.1.2.04.01.1","Seminar IPTEK regulair/Bahan habis pakai"
"mak332","2","2.04","2.04.01","2","650.1.2.04.01.2","Seminar IPTEK regulair/Honor/Upah"
"mak333","2","2.04","2.04.01","3","650.1.2.04.01.3","Seminar IPTEK regulair/Sewa"
"mak334","2","2.04","2.04.01","4","650.1.2.04.01.4","Seminar IPTEK regulair/Outsourcing"
"mak335","2","2.04","2.04.01","5","650.1.2.04.01.5","Seminar IPTEK regulair/Overhead"
"mak336","2","2.05","2.05.02","1","650.1.2.05.02.1","Presentasi seminar ilmiah dosen/Bahan habis pakai"
"mak337","2","2.05","2.05.02","2","650.1.2.05.02.2","Presentasi seminar ilmiah dosen/Honor/Upah"
"mak338","2","2.05","2.05.02","3","650.1.2.05.02.3","Presentasi seminar ilmiah dosen/Sewa"
"mak339","2","2.05","2.05.02","4","650.1.2.05.02.4","Presentasi seminar ilmiah dosen/Outsourcing"
"mak340","2","2.05","2.05.02","5","650.1.2.05.02.5","Presentasi seminar ilmiah dosen/Overhead"
"mak341","2","2.04","2.04.03","1","650.1.2.04.03.1","Seminar dan workshop nasional/Bahan habis pakai"
"mak342","2","2.04","2.04.03","2","650.1.2.04.03.2","Seminar dan workshop nasional/Honor/Upah"
"mak343","2","2.04","2.04.03","3","650.1.2.04.03.3","Seminar dan workshop nasional/Sewa"
"mak344","2","2.04","2.04.03","4","650.1.2.04.03.4","Seminar dan workshop nasional/Outsourcing"
"mak345","2","2.04","2.04.03","5","650.1.2.04.03.5","Seminar dan workshop nasional/Overhead"
"mak346","2","2.05","2.05.01","1","650.1.2.05.01.1","Stimulan penelitian bagi dosen/Bahan habis pakai"
"mak347","2","2.05","2.05.01","2","650.1.2.05.01.2","Stimulan penelitian bagi dosen/Honor/Upah"
"mak348","2","2.05","2.05.01","3","650.1.2.05.01.3","Stimulan penelitian bagi dosen/Sewa"
"mak349","2","2.05","2.05.01","4","650.1.2.05.01.4","Stimulan penelitian bagi dosen/Outsourcing"
"mak350","2","2.05","2.05.01","5","650.1.2.05.01.5","Stimulan penelitian bagi dosen/Overhead"
"mak351","3","3.01","3.01.01","1","650.1.3.01.01.1","Penyusunan panduan penelitian, pengabdian & kewirausahaan/Bahan habis pakai"
"mak352","3","3.01","3.01.01","2","650.1.3.01.01.2","Penyusunan panduan penelitian, pengabdian & kewirausahaan/Honor/Upah"
"mak353","3","3.01","3.01.01","3","650.1.3.01.01.3","Penyusunan panduan penelitian, pengabdian & kewirausahaan/Sewa"
"mak354","3","3.01","3.01.01","4","650.1.3.01.01.4","Penyusunan panduan penelitian, pengabdian & kewirausahaan/Outsourcing"
"mak355","3","3.01","3.01.01","5","650.1.3.01.01.5","Penyusunan panduan penelitian, pengabdian & kewirausahaan/Overhead"
"mak356","3","3.01","3.01.02","1","650.1.3.01.02.1","Penyusunan peraturan & silabi pelatihan bagi masyarakat/Bahan habis pakai"
"mak357","3","3.01","3.01.02","2","650.1.3.01.02.2","Penyusunan peraturan & silabi pelatihan bagi masyarakat/Honor/Upah"
"mak358","3","3.01","3.01.02","3","650.1.3.01.02.3","Penyusunan peraturan & silabi pelatihan bagi masyarakat/Sewa"
"mak359","3","3.01","3.01.02","4","650.1.3.01.02.4","Penyusunan peraturan & silabi pelatihan bagi masyarakat/Outsourcing"
"mak360","3","3.01","3.01.02","5","650.1.3.01.02.5","Penyusunan peraturan & silabi pelatihan bagi masyarakat/Overhead"
"mak361","3","3.02","3.02.01","1","650.1.3.02.01.1","Pelatihan pemuatan proposal pengabdian masyarakat/Bahan habis pakai"
"mak362","3","3.02","3.02.01","2","650.1.3.02.01.2","Pelatihan pemuatan proposal pengabdian masyarakat/Honor/Upah"
"mak363","3","3.02","3.02.01","3","650.1.3.02.01.3","Pelatihan pemuatan proposal pengabdian masyarakat/Sewa"
"mak364","3","3.02","3.02.01","4","650.1.3.02.01.4","Pelatihan pemuatan proposal pengabdian masyarakat/Outsourcing"
"mak365","3","3.02","3.02.01","5","650.1.3.02.01.5","Pelatihan pemuatan proposal pengabdian masyarakat/Overhead"
"mak366","3","3.03","3.03.01","1","650.1.3.03.01.1","Pelatihan penulisan karya ilmiah bagi mhs/Bahan habis pakai"
"mak367","3","3.03","3.03.01","2","650.1.3.03.01.2","Pelatihan penulisan karya ilmiah bagi mhs/Honor/Upah"
"mak368","3","3.03","3.03.01","3","650.1.3.03.01.3","Pelatihan penulisan karya ilmiah bagi mhs/Sewa"
"mak369","3","3.03","3.03.01","4","650.1.3.03.01.4","Pelatihan penulisan karya ilmiah bagi mhs/Outsourcing"
"mak370","3","3.03","3.03.01","5","650.1.3.03.01.5","Pelatihan penulisan karya ilmiah bagi mhs/Overhead"
"mak371","3","3.03","3.03.02","1","650.1.3.03.02.1","Pelatiahan kewirausahaan mhs/Bahan habis pakai"
"mak372","3","3.03","3.03.02","2","650.1.3.03.02.2","Pelatiahan kewirausahaan mhs/Honor/Upah"
"mak373","3","3.03","3.03.02","3","650.1.3.03.02.3","Pelatiahan kewirausahaan mhs/Sewa"
"mak374","3","3.03","3.03.02","4","650.1.3.03.02.4","Pelatiahan kewirausahaan mhs/Outsourcing"
"mak375","3","3.03","3.03.02","5","650.1.3.03.02.5","Pelatiahan kewirausahaan mhs/Overhead"
"mak376","3","3.04","3.04.01","1","650.1.3.04.01.1","Pelatiahan kewirausahaan pemuda karang taruna/Bahan habis pakai"
"mak377","3","3.04","3.04.01","2","650.1.3.04.01.2","Pelatiahan kewirausahaan pemuda karang taruna/Honor/Upah"
"mak378","3","3.04","3.04.01","3","650.1.3.04.01.3","Pelatiahan kewirausahaan pemuda karang taruna/Sewa"
"mak379","3","3.04","3.04.01","4","650.1.3.04.01.4","Pelatiahan kewirausahaan pemuda karang taruna/Outsourcing"
"mak380","3","3.04","3.04.01","5","650.1.3.04.01.5","Pelatiahan kewirausahaan pemuda karang taruna/Overhead"
"mak381","3","3.04","3.04.02","1","650.1.3.04.02.1","Pelatiahan kewirausahaan remaja putus sekolah/Bahan habis pakai"
"mak382","3","3.04","3.04.02","2","650.1.3.04.02.2","Pelatiahan kewirausahaan remaja putus sekolah/Honor/Upah"
"mak383","3","3.04","3.04.02","3","650.1.3.04.02.3","Pelatiahan kewirausahaan remaja putus sekolah/Sewa"
"mak384","3","3.04","3.04.02","4","650.1.3.04.02.4","Pelatiahan kewirausahaan remaja putus sekolah/Outsourcing"
"mak385","3","3.04","3.04.02","5","650.1.3.04.02.5","Pelatiahan kewirausahaan remaja putus sekolah/Overhead"
"mak386","3","3.05","3.05.01","1","650.1.3.05.01.1","Kegiatan pengabdian masyarakat/Bahan habis pakai"
"mak387","3","3.05","3.05.01","2","650.1.3.05.01.2","Kegiatan pengabdian masyarakat/Honor/Upah"
"mak388","3","3.05","3.05.01","3","650.1.3.05.01.3","Kegiatan pengabdian masyarakat/Sewa"
"mak389","3","3.05","3.05.01","4","650.1.3.05.01.4","Kegiatan pengabdian masyarakat/Outsourcing"
"mak390","3","3.05","3.05.01","5","650.1.3.05.01.5","Kegiatan pengabdian masyarakat/Overhead"
"mak391","3","3.05","3.05.02","1","650.1.3.05.02.1","Mengadakan seminar dan lokakarya kewirausahaan/Bahan habis pakai"
"mak392","3","3.05","3.05.02","2","650.1.3.05.02.2","Mengadakan seminar dan lokakarya kewirausahaan/Honor/Upah"
"mak393","3","3.05","3.05.02","3","650.1.3.05.02.3","Mengadakan seminar dan lokakarya kewirausahaan/Sewa"
"mak394","3","3.05","3.05.02","4","650.1.3.05.02.4","Mengadakan seminar dan lokakarya kewirausahaan/Outsourcing"
"mak395","3","3.05","3.05.02","5","650.1.3.05.02.5","Mengadakan seminar dan lokakarya kewirausahaan/Overhead"
"mak396","3","3.05","3.05.03","1","650.1.3.05.03.1","Stimulan kewirausahaan/Bahan habis pakai"
"mak397","3","3.05","3.05.03","2","650.1.3.05.03.2","Stimulan kewirausahaan/Honor/Upah"
"mak398","3","3.05","3.05.03","3","650.1.3.05.03.3","Stimulan kewirausahaan/Sewa"
"mak399","3","3.05","3.05.03","4","650.1.3.05.03.4","Stimulan kewirausahaan/Outsourcing"
"mak400","3","3.05","3.05.03","5","650.1.3.05.03.5","Stimulan kewirausahaan/Overhead"
"mak401","3","3.05","3.05.04","1","650.1.3.05.04.1","Pengabdian institut/fakultas/prodi/Bahan habis pakai"
"mak402","3","3.05","3.05.04","2","650.1.3.05.04.2","Pengabdian institut/fakultas/prodi/Honor/Upah"
"mak403","3","3.05","3.05.04","3","650.1.3.05.04.3","Pengabdian institut/fakultas/prodi/Sewa"
"mak404","3","3.05","3.05.04","4","650.1.3.05.04.4","Pengabdian institut/fakultas/prodi/Outsourcing"
"mak405","3","3.05","3.05.04","5","650.1.3.05.04.5","Pengabdian institut/fakultas/prodi/Overhead"
"mak406","4","4.01","4.01.01","1","650.1.4.01.01.1","Membangun & mengembangkan jejaring ke pemerintah, swasta dll/Bahan habis pakai"
"mak407","4","4.01","4.01.01","2","650.1.4.01.01.2","Membangun & mengembangkan jejaring ke pemerintah, swasta dll/Honor/Upah"
"mak408","4","4.01","4.01.01","3","650.1.4.01.01.3","Membangun & mengembangkan jejaring ke pemerintah, swasta dll/Sewa"
"mak409","4","4.01","4.01.01","4","650.1.4.01.01.4","Membangun & mengembangkan jejaring ke pemerintah, swasta dll/Outsourcing"
"mak410","4","4.01","4.01.01","5","650.1.4.01.01.5","Membangun & mengembangkan jejaring ke pemerintah, swasta dll/Overhead"
"mak411","4","4.01","4.01.02","1","650.1.4.01.02.1","Pelaksanaan MOU/Bahan habis pakai"
"mak412","4","4.01","4.01.02","2","650.1.4.01.02.2","Pelaksanaan MOU/Honor/Upah"
"mak413","4","4.01","4.01.02","3","650.1.4.01.02.3","Pelaksanaan MOU/Sewa"
"mak414","4","4.01","4.01.02","4","650.1.4.01.02.4","Pelaksanaan MOU/Outsourcing"
"mak415","4","4.01","4.01.02","5","650.1.4.01.02.5","Pelaksanaan MOU/Overhead"
"mak416","4","4.01","4.01.03","1","650.1.4.01.03.1","Carrier Center/Bahan habis pakai"
"mak417","4","4.01","4.01.03","2","650.1.4.01.03.2","Carrier Center/Honor/Upah"
"mak418","4","4.01","4.01.03","3","650.1.4.01.03.3","Carrier Center/Sewa"
"mak419","4","4.01","4.01.03","4","650.1.4.01.03.4","Carrier Center/Outsourcing"
"mak420","4","4.01","4.01.03","5","650.1.4.01.03.5","Carrier Center/Overhead"
"mak421","5","5.01","5.01.01","1","650.1.5.01.01.1","Penerbitan jurnal scientech/Bahan habis pakai"
"mak422","5","5.01","5.01.01","2","650.1.5.01.01.2","Penerbitan jurnal scientech/Honor/Upah"
"mak423","5","5.01","5.01.01","3","650.1.5.01.01.3","Penerbitan jurnal scientech/Sewa"
"mak424","5","5.01","5.01.01","4","650.1.5.01.01.4","Penerbitan jurnal scientech/Outsourcing"
"mak425","5","5.01","5.01.01","5","650.1.5.01.01.5","Penerbitan jurnal scientech/Overhead"
"mak426","5","5.01","5.01.02","1","650.1.5.01.02.1","Penerbitan karya pengabdian/Bahan habis pakai"
"mak427","5","5.01","5.01.02","2","650.1.5.01.02.2","Penerbitan karya pengabdian/Honor/Upah"
"mak428","5","5.01","5.01.02","3","650.1.5.01.02.3","Penerbitan karya pengabdian/Sewa"
"mak429","5","5.01","5.01.02","4","650.1.5.01.02.4","Penerbitan karya pengabdian/Outsourcing"
"mak430","5","5.01","5.01.02","5","650.1.5.01.02.5","Penerbitan karya pengabdian/Overhead"
"mak431","5","5.01","5.01.03","1","650.1.5.01.03.1","Penerbitan proceeding/ karya unggulan/Bahan habis pakai"
"mak432","5","5.01","5.01.03","2","650.1.5.01.03.2","Penerbitan proceeding/ karya unggulan/Honor/Upah"
"mak433","5","5.01","5.01.03","3","650.1.5.01.03.3","Penerbitan proceeding/ karya unggulan/Sewa"
"mak434","5","5.01","5.01.03","4","650.1.5.01.03.4","Penerbitan proceeding/ karya unggulan/Outsourcing"
"mak435","5","5.01","5.01.03","5","650.1.5.01.03.5","Penerbitan proceeding/ karya unggulan/Overhead"
"mak436","5","5.01","5.01.04","1","650.1.5.01.04.1","Proses akreditasi jurnal scientech/Bahan habis pakai"
"mak437","5","5.01","5.01.04","2","650.1.5.01.04.2","Proses akreditasi jurnal scientech/Honor/Upah"
"mak438","5","5.01","5.01.04","3","650.1.5.01.04.3","Proses akreditasi jurnal scientech/Sewa"
"mak439","5","5.01","5.01.04","4","650.1.5.01.04.4","Proses akreditasi jurnal scientech/Outsourcing"
"mak440","5","5.01","5.01.04","5","650.1.5.01.04.5","Proses akreditasi jurnal scientech/Overhead"
"mak441","5","5.01","5.01.05","1","650.1.5.01.05.1","Proses portal & web karya ilmih/Bahan habis pakai"
"mak442","5","5.01","5.01.05","2","650.1.5.01.05.2","Proses portal & web karya ilmih/Honor/Upah"
"mak443","5","5.01","5.01.05","3","650.1.5.01.05.3","Proses portal & web karya ilmih/Sewa"
"mak444","5","5.01","5.01.05","4","650.1.5.01.05.4","Proses portal & web karya ilmih/Outsourcing"
"mak445","5","5.01","5.01.05","5","650.1.5.01.05.5","Proses portal & web karya ilmih/Overhead"
"mak446","5","5.01","5.01.06","1","650.1.5.01.06.1","Pencetakan company profile/Bahan habis pakai"
"mak447","5","5.01","5.01.06","2","650.1.5.01.06.2","Pencetakan company profile/Honor/Upah"
"mak448","5","5.01","5.01.06","3","650.1.5.01.06.3","Pencetakan company profile/Sewa"
"mak449","5","5.01","5.01.06","4","650.1.5.01.06.4","Pencetakan company profile/Outsourcing"
"mak450","5","5.01","5.01.06","5","650.1.5.01.06.5","Pencetakan company profile/Overhead"
"mak451","5","5.01","5.01.07","1","650.1.5.01.07.1","Pameran Iptek open campus/Bahan habis pakai"
"mak452","5","5.01","5.01.07","2","650.1.5.01.07.2","Pameran Iptek open campus/Honor/Upah"
"mak453","5","5.01","5.01.07","3","650.1.5.01.07.3","Pameran Iptek open campus/Sewa"
"mak454","5","5.01","5.01.07","4","650.1.5.01.07.4","Pameran Iptek open campus/Outsourcing"
"mak455","5","5.01","5.01.07","5","650.1.5.01.07.5","Pameran Iptek open campus/Overhead"
"mak456","5","5.01","5.01.08","1","650.1.5.01.08.1","Membangun pusat penerbitan ISTN Press/Bahan habis pakai"
"mak457","5","5.01","5.01.08","2","650.1.5.01.08.2","Membangun pusat penerbitan ISTN Press/Honor/Upah"
"mak458","5","5.01","5.01.08","3","650.1.5.01.08.3","Membangun pusat penerbitan ISTN Press/Sewa"
"mak459","5","5.01","5.01.08","4","650.1.5.01.08.4","Membangun pusat penerbitan ISTN Press/Outsourcing"
"mak460","5","5.01","5.01.08","5","650.1.5.01.08.5","Membangun pusat penerbitan ISTN Press/Overhead"
"mak461","6","6.01","6.01.01","1","650.1.6.01.01.1","Penyusunan revisi format monevin penelitian & peng.mas/Bahan habis pakai"
"mak462","6","6.01","6.01.01","2","650.1.6.01.01.2","Penyusunan revisi format monevin penelitian & peng.mas/Honor/Upah"
"mak463","6","6.01","6.01.01","3","650.1.6.01.01.3","Penyusunan revisi format monevin penelitian & peng.mas/Sewa"
"mak464","6","6.01","6.01.01","4","650.1.6.01.01.4","Penyusunan revisi format monevin penelitian & peng.mas/Outsourcing"
"mak465","6","6.01","6.01.01","5","650.1.6.01.01.5","Penyusunan revisi format monevin penelitian & peng.mas/Overhead"
"mak466","6","6.01","6.01.02","1","650.1.6.01.02.1","Memantau & pembinaan wirausaha hasil pelatihan/Bahan habis pakai"
"mak467","6","6.01","6.01.02","2","650.1.6.01.02.2","Memantau & pembinaan wirausaha hasil pelatihan/Honor/Upah"
"mak468","6","6.01","6.01.02","3","650.1.6.01.02.3","Memantau & pembinaan wirausaha hasil pelatihan/Sewa"
"mak469","6","6.01","6.01.02","4","650.1.6.01.02.4","Memantau & pembinaan wirausaha hasil pelatihan/Outsourcing"
"mak470","6","6.01","6.01.02","5","650.1.6.01.02.5","Memantau & pembinaan wirausaha hasil pelatihan/Overhead"
"mak471","6","6.01","6.01.03","1","650.1.6.01.03.1","Monevin penelitian & pengab. Masyarakat/Bahan habis pakai"
"mak472","6","6.01","6.01.03","2","650.1.6.01.03.2","Monevin penelitian & pengab. Masyarakat/Honor/Upah"
"mak473","6","6.01","6.01.03","3","650.1.6.01.03.3","Monevin penelitian & pengab. Masyarakat/Sewa"
"mak474","6","6.01","6.01.03","4","650.1.6.01.03.4","Monevin penelitian & pengab. Masyarakat/Outsourcing"
"mak475","6","6.01","6.01.03","5","650.1.6.01.03.5","Monevin penelitian & pengab. Masyarakat/Overhead"
"mak476","6","6.01","6.01.04","1","650.1.6.01.04.1","Pelaporan-pelaporan/Bahan habis pakai"
"mak477","6","6.01","6.01.04","2","650.1.6.01.04.2","Pelaporan-pelaporan/Honor/Upah"
"mak478","6","6.01","6.01.04","3","650.1.6.01.04.3","Pelaporan-pelaporan/Sewa"
"mak479","6","6.01","6.01.04","4","650.1.6.01.04.4","Pelaporan-pelaporan/Outsourcing"
"mak480","6","6.01","6.01.04","5","650.1.6.01.04.5","Pelaporan-pelaporan/Overhead"
"mak481","7","7.01","7.01.01","1","650.1.7.01.01.1","Pengiriman proposal/Bahan habis pakai"
"mak482","7","7.01","7.01.01","2","650.1.7.01.01.2","Pengiriman proposal/Honor/Upah"
"mak483","7","7.01","7.01.01","3","650.1.7.01.01.3","Pengiriman proposal/Sewa"
"mak484","7","7.01","7.01.01","4","650.1.7.01.01.4","Pengiriman proposal/Outsourcing"
"mak485","7","7.01","7.01.01","5","650.1.7.01.01.5","Pengiriman proposal/Overhead"
"mak486","7","7.01","7.01.02","1","650.1.7.01.02.1","Pembayaran iuran forum/Bahan habis pakai"
"mak487","7","7.01","7.01.02","2","650.1.7.01.02.2","Pembayaran iuran forum/Honor/Upah"
"mak488","7","7.01","7.01.02","3","650.1.7.01.02.3","Pembayaran iuran forum/Sewa"
"mak489","7","7.01","7.01.02","4","650.1.7.01.02.4","Pembayaran iuran forum/Outsourcing"
"mak490","7","7.01","7.01.02","5","650.1.7.01.02.5","Pembayaran iuran forum/Overhead"
"mak491","7","7.01","7.01.03","1","650.1.7.01.03.1","Representasi/Bahan habis pakai"
"mak492","7","7.01","7.01.03","2","650.1.7.01.03.2","Representasi/Honor/Upah"
"mak493","7","7.01","7.01.03","3","650.1.7.01.03.3","Representasi/Sewa"
"mak494","7","7.01","7.01.03","4","650.1.7.01.03.4","Representasi/Outsourcing"
"mak495","7","7.01","7.01.03","5","650.1.7.01.03.5","Representasi/Overhead"
